image;objectUrl;title;inventoryNumber;autor;category;size;provenance;owner;material;technique;dating;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/175092/C57016WWW_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/6800";?y?ka do szpiku;Wil.6134;nieznany;Srebra;22,6 x 2,0;Muzeum Pa?acu Króla Jana III w Wilanowie;srebro;XIX;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/193925/C33749_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/6806";Jan III Sobieski - popiersie w medalionie, w ramce;Wil.614;?wi?cki Wojciech , Minter Karol - fabryka;Rze?ba;16,5 x 12,0 x 8,5;Polska , Warszawa;Muzeum Pa?acu Króla Jana III w Wilanowie;mosi?dz;odlew;1857 - 1860;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/193926/C40068_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/6820";Mieszko I - popiersie w medalionie, w ramce;Wil.615;Minter Karol - fabryka;Rze?ba;16,5 x 12,0 x 8,5;Polska , Warszawa;Muzeum Pa?acu Króla Jana III w Wilanowie;mosi?dz;odlew;1858 - 1860;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/175734/C58148_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/6823";Sosjerka z plastycznym wzorem Alt-Ozier;Wil.6153;Eberlein Johann Friedrich;Ceramika;10,9 x 25,2 x 17,1;Niemcy , Saksonia , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;porcelana;farby naszkliwne;(zapewne III) 1738 - model, ok. 1740 - 1745 - naczynie;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/193927/C40070_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/6824";Boles?aw Chrobry - popiersie w medalionie, w ramce;Wil.616;?wi?cki Wojciech , Minter Karol - fabryka;Rze?ba;16,5 x 12,0 x 8,5;Polska , Warszawa;Muzeum Pa?acu Króla Jana III w Wilanowie;mosi?dz;patynowanie , odlew;1858 - 1860;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/193928/C76475_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/6825";?ó?kiewski Stanis?aw - popiersie w medalionie, w ramce;Wil.617;Minter Karol - fabryka;Rze?ba;7,5 x 6,0;Polska , Warszawa;Muzeum Pa?acu Króla Jana III w Wilanowie;mosi?dz;odlew;1858 - 1860;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/193929/C40079_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/6829";Henryk IV - popiersie w medalionie, w ramce;Wil.620;nieznany;Rze?ba;26,5 x 16,5;Muzeum Pa?acu Króla Jana III w Wilanowie;br?z;odlew;przed 1877;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/193930/C40082_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/6830";Sully Maximilien de Bethune - popiersie w medalionie, w ramc;Wil.621;nieznany;Rze?ba;26,5 x 16,5;Muzeum Pa?acu Króla Jana III w Wilanowie;br?z;odlew;przed 1877;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/193931/C76480_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/6831";Kraszewski Józef Ignacy - g?owa w medalionie, w ramce;Wil.622;?wi?cki Wojciech , Minter Karol - fabryka;Rze?ba;25,0 x 12,5;Polska , Warszawa;Muzeum Pa?acu Króla Jana III w Wilanowie;mosi?dz;odlew , malowanie;ok. 1855;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/193932/C85539_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/6863";Meduza - g?owa;Wil.650;nieznany;Rze?ba;56,0 x 46,0 x 23,0;Muzeum Pa?acu Króla Jana III w Wilanowie;marmur;rze?bienie;XIX (przed 1840);
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/193933/C53089_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/6864";Herkules z bykiem - rze?ba;Wil.651;nieznany;Rze?ba;75,0 x 50,0 x 30,0;Muzeum Pa?acu Króla Jana III w Wilanowie;marmur;rze?bienie;XVII/XIX;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/193934/C85496_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/6865";?pi?cy ch?opiec - rze?ba;Wil.652;nieznany;Rze?ba;28,0 x 63,0 x 28,0;Muzeum Pa?acu Króla Jana III w Wilanowie;marmur;rze?bienie;XIX?;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/193935/C43128_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/6874";Branicki Ksawery - popiersie;Wil.660;Rze?ba;19,5 x 15,0 x 9,5;Polska;Muzeum Pa?acu Króla Jana III w Wilanowie;mied?;patynowanie , odlew;2. po?. XIX;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/193936/C43134_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/6875";Pius IX - popiersie;Wil.661;nieznany;Rze?ba;21,0 x 14,5 x 11,0;Muzeum Pa?acu Króla Jana III w Wilanowie;stop cynowy;odlew;2. po?. XIX;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/193937/C43125_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/6876";M?oda kobieta - popiersie (Bachantka);Wil.662;nieznany;Rze?ba;23,0 x 16,5 x 9,0;Muzeum Pa?acu Króla Jana III w Wilanowie;mosi?dz;patynowanie , odlew;pocz. XIX;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/193938/C45092_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/6877";Czacki Tadeusz - popiersie;Wil.663;Minter Karol - fabryka , Tatarkiewicz Jakub;Rze?ba;13,5 x 10,5 x 6,5;Polska , Warszawa;Muzeum Pa?acu Króla Jana III w Wilanowie;mosi?dz;br?zowanie , odlew;ok. 1857;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/193939/C45098_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/6878";Za?uski J?drzej Stanis?aw - popiersie;Wil.664;Minter Karol - fabryka , Tatarkiewicz Jakub;Rze?ba;14,0 x 11,0 x 7,0;Polska , Warszawa;Muzeum Pa?acu Króla Jana III w Wilanowie;mosi?dz;br?zowanie , odlew;ok. 1857;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/68957/C03075_v-2_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/6879";?piewaczka - figurka;Wil.665;nieznany;Ceramika;15,0 x 6,7 x 6,7;Muzeum Pa?acu Króla Jana III w Wilanowie;biskwit;wycisk z formy;pocz. XIX?;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/169193/C07450_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/6880";?piewaczka - figurka z serii Dworska kapela (Gallante Kapelle);Wil.666;Kaendler Johann Joachim;Ceramika;13,4 x 6,7 x 6,2;Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;biskwit;wycisk z formy;lata 60.-70. XVIII - model;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/169195/C29812_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/6881";Pasterka - figurka;Wil.667;Melchior Johann Peter;Ceramika;17,5 x 11,5 x 9,4;Hesja , Niemcy , Höchst;Muzeum Pa?acu Króla Jana III w Wilanowie;biskwit;wycisk z formy , z?ocenie;ok. 1770 - model;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/169196/C29819_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/6882";Pasterz - figurka;Wil.668;Melchior Johann Peter;Ceramika;15,0 x 11,7 x 10,5;Hesja , Niemcy , Höchst;Muzeum Pa?acu Króla Jana III w Wilanowie;biskwit;wycisk z formy , z?ocenie;ok. 1770 - model;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/169197/C03081_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/6883";Para ta?cz?ca menueta - grupa figuralna;Wil.669;Ceramika;14,4 x 10,8 x 12,9;Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;biskwit;wycisk z formy;ok. 1770? - model;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/169198/C07407_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/6885";Owady - figurka;Wil.670;Ceramika;13,3 x 15,7 x 11,4;Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;biskwit;wycisk z formy;ok. 1794 - model;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/169199/C03999_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/6886";Wenus i Adonis (Mars i Wenus) - grupa figuralna;Wil.671;Jüchtzer Christian Gottfried;Ceramika;28,8 x 15,3 x 12,0;Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;biskwit;wycisk z formy;ok. 1784 - model;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/169200/C05866_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/6887";Zefir i Flora - grupa figuralna;Wil.672;Jüchtzer Christian Gottfried;Ceramika;30,2 x 19,2 x 17,0;Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;biskwit;wycisk z formy;1786 (VI-XI) - model;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/69103/C07287_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/6888";Bachantka z ma?ym faunem - grupa figuralna;Wil.673;Boizot Louis Simon;Ceramika;23,6 x 10,7 x 17,9;Wiede? , Austria;Muzeum Pa?acu Króla Jana III w Wilanowie;biskwit;wycisk z formy;1791;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/169201/C04003_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/6889";Flora - figurka;Wil.674;Matthäi Johann Gottlieb (Gottlob) , Jüchtzer Christian Gottfried;Ceramika;26,1 x 11,4 x 11,0;Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;biskwit;wycisk z formy;1785 (przed IV lub IV-VII) - model;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/169202/C27552_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/6890";Sk?adaj?ca ofiar? - grupa figuralna (Ofiara przyja?ni);Wil.675;Jüchtzer Christian Gottfried , Schöne Johann Daniel;Ceramika;33,0 x 28,3 x 16,8;Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;biskwit;wycisk z formy;ok. 1783 lub ok. 1784 - model;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/169203/C05199_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/6891";Kobieta z amorkiem - grupa figuralna z komp. Amor sp?tany;Wil.676;Jüchtzer Christian Gottfried;Ceramika;27,1 x 15,3 x 20,5;Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;biskwit;wycisk z formy;1788 (III) - 1789 (VII) - model;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/169204/C07357_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/6892";Diana i Endymion - grupa figuralna;Wil.677;Jüchtzer Christian Gottfried , Schöne Johann Daniel;Ceramika;28,5 x 20,0 x 14,5;Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;biskwit;wycisk z formy;1786 (II-V) - model;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/169205/C05064_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/6893";Pomnik Gellerta (pierwszy) - figurka;Wil.678;Jüchtzer Christian Gottfried , Kaendler Johann Joachim;Ceramika;29,6 x 15,6 x 7,6;Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;biskwit;wycisk z formy;1775 (II-III) - model;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/169206/C04007_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/6894";Hermes - figurka;Wil.679;Schönheit Johann Carl;Ceramika;20,0 x 9,6 x 6,7;Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;biskwit;wycisk z formy;1786 (VIII) - model;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/169207/C04009_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/6896";Diadumenos - figurka;Wil.680;Matthäi Johann Gottlieb (Gottlob) , Jüchtzer Christian Gottfried;Ceramika;20,2 x 6,8 x 6,8;Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;biskwit;wycisk z formy;1786 (XII) - 1787 (II) - model;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/169208/C68020_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/6897";Apollo Kitarodos - figurka;Wil.681;Le Gros Pierre , Schönheit Johann Carl;Ceramika;26,5 x 13,7 x 10,4;Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;biskwit;wycisk z formy;1784 (III-VIII) - model;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/169211/C04017_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/6900";Waza - krater;Wil.684;Ceramika;12,4 x 9,3 x 9,2;Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;metal , biskwit;wycisk z formy;ok. 1788 - 1789 - model;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/169213/C04021_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/6902";Aspazja jako Atena - figurka;Wil.686;Beyer Johann Christian Friedrich Wilhelm , Starcke (Johann) Carl Gotthelf , Starcke Carl August , Schöne Johann Daniel;Ceramika;21,6 x 8,5 x 7,5;Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;biskwit;wycisk z formy , rytowanie;1796 lub ok. 1797 - model;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/169214/C03108_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/6903";Zefir i Flora - grupa figuralna;Wil.687;Jüchtzer Christian Gottfried;Ceramika;29,5 x 18,7 x 17,4;Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;biskwit;wycisk z formy;1786 (VI-XI) - model;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/169215/C04025_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/6904";Waza - krater;Wil.688;Ceramika;19,4 x 11,3 x 11,3;Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;mosi?dz , biskwit;odlew;1818 - model;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/169216/C03110_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/6905";Waza - pot-pourri;Wil.689;Schönheit Johann Carl;Ceramika;30,0 x 16,5 x 18,5;Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;metal , biskwit;wycisk z formy , monta? , toczenie;1781 (I) - model;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/169217/C03114_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/6911";Waza z portretem Böttgera (1682-1719), z pokryw?;Wil.690;Coudray François , Acier Michel Victor;Ceramika;27,8 x 15,2 x 11,4;Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;metal , biskwit;barwienie , wycisk z formy , nak?adka;ok. 1810 (przed 1775? - model);
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/69371/C07629_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/6912";Kwiat prymuli w doniczce;Wil.691;Ceramika;22,0 x 10,5 x 10,5;Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;biskwit;wycisk z formy;ok. 1740 - 1745 - model;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/169218/C03118_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/6913";Koszyk a?urowy;Wil.692;Däbritz Christian Gottlob , Däbritz Johann Christian;Ceramika;14,2 x 24,0 x 17,2;Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;biskwit;wycinanie , wycisk z formy;ok. 1800 - 1801 - model;
"http://cyfrowezbiory.muzeum-wilanow.pl:85";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/6914";Kupido - figurka;Wil.693;Ceramika;14,0 x 6,0 x 6,1;Wiede? , Austria;Muzeum Pa?acu Króla Jana III w Wilanowie;biskwit;wycisk z formy;kon. XVIII?;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/169221/C04029_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/6915";Bachus z ma?ym faunem - grupa figuralna;Wil.694;Buonarroti Micha? Anio? , Jüchtzer Christian Gottfried;Ceramika;19,7 x 7,3 x 6,9;Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;biskwit;wycisk z formy;1780 - model;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/169227/C03137_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/6919";Dziewczynka - figurka z serii Dzieci - ogrodnicy;Wil.700;Kaendler Johann Joachim;Ceramika;14,2 x 5,5 x 6,0;Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;biskwit;wycisk z formy;lata 50.-60. XVIII - model;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/169228/C04035_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/6920";Diana z psem - figurka na cokole;Wil.701;Matthäi Johann Gottlieb (Gottlob);Ceramika;24,6 x 9,6 x 9,6;Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;biskwit;wycisk z formy;1781 (X)? - model figurki, ok. 1786 - coko?u;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/169229/C03141_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/6921";Ganimedes - figurka na cokole;Wil.702;Cellini Benvenuto , Jüchtzer Christian Gottfried , Schönheit Johann Carl;Ceramika;25,3 x 9,6 x 9,5;Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;biskwit;wycisk z formy;ok. 1781 - model figurki, ok. 1786 - coko?u;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/169230/C04040_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/6922";Ta?cz?cy faun (satyr) - figurka;Wil.703;Jüchtzer Christian Gottfried;Ceramika;24,9 x 12,4 x 11,6;Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;biskwit;wycisk z formy;kon. 1783 - 1. ?w. 1784? - model;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/169231/C03147_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/6923";Urania - figurka;Wil.704;Schmieder Friedrich Gotthelf;Ceramika;27,0 x 13,0 x 10,7;Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;biskwit;wycisk z formy;1801 (XI)? - model;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/169232/C03150_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/6924";Erato - figurka;Wil.705;Schöne Johann Daniel;Ceramika;25,8 x 12,4 x 10,3;Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;biskwit;wycisk z formy;ok. 1798 - model;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/169233/C03153_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/6925";Amor i Psyche - grupa figuralna;Wil.706;Schönheit Johann Carl , Schöne Johann Daniel;Ceramika;28,9 x 13,0 x 12,1;Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;biskwit;wycisk z formy;ok. 1772 - model;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/169235/C04047_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/6927";Wertumnus - figurka na cokole porcelanowym;Wil.708;Jüchtzer Christian Gottfried;Ceramika;37,6 x 12,4 x 11,7;Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;metal , biskwit , porcelana;wycisk z formy;ok. 1783 - model;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/169236/C03157_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/6928";Aleksander I Romanow (1777-1825), car - popiersie;Wil.709;Rauch Christian Daniel;Ceramika;30,0 x 21,8 x 15,1;Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;biskwit;odlew;po 1818 (ok. 1823?) - model;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/169237/C03160_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/6930";Dyrygent - figurka z serii Dworska kapela (Gallante Kapelle);Wil.710;Kaendler Johann Joachim;Ceramika;14,8 x 9,5 x 6,4;Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;biskwit;wycisk z formy;lata 60.-70. XVIII - model;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/169238/C41247_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/6931";Fryderyk August I Wettin (1750-1827) - popiersie;Wil.711;Weger Franz Andreas;Ceramika;26,7 x 28,0 x 17,0;Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;biskwit;odlew;1817 (XI-XII) model;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/169239/C04050_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/6932";Afrodyta - figurka;Wil.712;Jüchtzer Christian Gottfried;Ceramika;20,2 x 8,8 x 6,8;Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;biskwit;wycisk z formy;1785 (V-VI) - model;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/169240/C61646_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/6933";Kobieta z waz? (westalka z czar?) przy o?tarzu - figurka;Wil.713;Schöne Johann Daniel;Ceramika;20,8 x 11,2 x 9,5;Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;biskwit;wycisk z formy;1799 (II-V) - model;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/169241/C03172_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/6934";Walcz?ce rak i ?aba - figurka;Wil.714;Fischer Christian sen.;Ceramika;14,2 x 19,4 x 13,9;Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;biskwit;barwienie , wycisk z formy;1794 (X) - model;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/169242/C03175_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/6935";Kobieta z dzieckiem - fragment grupy figuralnej;Wil.715;Ceramika;13,1 x 14,0 x 11,0;Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;biskwit;wycisk z formy;1774 - 1814;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/169243/C03177_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/6936";Juno - figurka;Wil.716;Eberlein Johann Friedrich;Ceramika;20,6 x 9,6 x 6,6;Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;biskwit;wycisk z formy;1741 (IV-VIII) - model;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/169244/C04054_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/6937";Faun z ko?l?ciem - figurka na cokole;Wil.718;Jüchtzer Christian Gottfried;Ceramika;25,3 x 9,4 x 9,4;Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;biskwit;wycisk z formy;1781 (I)? - model figurki, ok. 1786 - coko?u;
"http://cyfrowezbiory.muzeum-wilanow.pl:85/images/169245/C03180_copy_v-1_med_prev.jpg";"http://cyfrowezbiory.muzeum-wilanow.pl:85/katalog/obiekt/6938";Kl?cz?ca kobieta - figurka;Wil.719;Eberlein Johann Friedrich;Ceramika;14,3 x 13,3 x 7,9;Saksonia , Niemcy , Mi?nia;Muzeum Pa?acu Króla Jana III w Wilanowie;biskwit;wycisk z formy;lata 40. XVIII? - model;
